dataset,mAA,processing_time
multi-temporal-temple-baalshamin,48.11827956989247,42.81871199607849
dioscuri,51.49253731343284,43.460773944854736
pond,27.1505376344086,17.183807611465454
church,18.421052631578945,4.251983642578125
lizard,70.28985507246377,19.88709807395935
Global,43.094452444355326,127.60270953178406
